sold_at,channel_code,sku_code,quantity,net_sales,unit_cost,channel_fee,marketing_cost,shipping_cost,return_cost,returned_quantity,location_code,location_name,product_name,category,order_id,line_id,country_code,currency_code,customer_token,shipping_region_1,shipping_region_2,order_status
2026-08-15T19:07:00.000Z,무신사,ARC-07-BLK-F,5,1091200,82000,130944,49104,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-08-0-1,1,KR,KRW,CUST-0302,부산,해운대구,paid
2026-08-15T20:14:00.000Z,29CM,ARC-07-BLK-F,5,1116000,82000,156240,44640,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-08-0-2,1,KR,KRW,CUST-0307,인천,연수구,paid
2026-08-15T21:21:00.000Z,네이버,ARC-07-BLK-F,6,1398720,82000,111898,34968,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-08-0-3,1,KR,KRW,CUST-0312,대구,수성구,paid
2026-08-15T10:28:00.000Z,W컨셉,ARC-07-BLK-F,6,1279680,82000,191952,44789,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-08-0-4,1,KR,KRW,CUST-0317,서울,성동구,paid
2026-08-15T11:35:00.000Z,매장 POS,ARC-07-BLK-F,6,1458240,82000,29165,14582,0,0,0,STORE-SEONGSU,성수 플래그십,Utility Jacket,OUTER,BETA-08-0-5,1,KR,KRW,CUST-0322,서울,강남구,paid
2026-08-15T19:11:00.000Z,자사몰,FLOW-22-BLK-F,6,919560,51000,36782,32185,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-08-1-0,1,KR,KRW,CUST-0308,부산,해운대구,paid
2026-08-15T20:18:00.000Z,무신사,FLOW-22-BLK-F,6,834240,51000,100109,37541,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-08-1-1,1,KR,KRW,CUST-0313,인천,연수구,paid
2026-08-15T21:25:00.000Z,29CM,FLOW-22-BLK-F,6,853200,51000,119448,34128,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-08-1-2,1,KR,KRW,CUST-0318,대구,수성구,paid
2026-08-15T10:32:00.000Z,네이버,FLOW-22-BLK-F,6,891120,51000,71290,22278,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-08-1-3,1,KR,KRW,CUST-0323,서울,성동구,paid
2026-08-15T11:39:00.000Z,W컨셉,FLOW-22-BLK-F,6,815280,51000,122292,28535,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-08-1-4,1,KR,KRW,CUST-0328,서울,강남구,paid
2026-08-15T12:46:00.000Z,매장 POS,FLOW-22-BLK-F,7,1083880,51000,21678,10839,0,0,0,STORE-GANGNAM,강남점,Drape Pants,BOTTOM,BETA-08-1-5,1,KR,KRW,CUST-0333,경기,성남시,paid
2026-08-15T20:22:00.000Z,자사몰,EASE-19-IVY-F,6,517980,27000,20719,18129,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-08-2-0,1,KR,KRW,CUST-0319,인천,연수구,paid
2026-08-15T21:29:00.000Z,무신사,EASE-19-IVY-F,7,548240,27000,65789,24671,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-08-2-1,1,KR,KRW,CUST-0324,대구,수성구,paid
2026-08-15T10:36:00.000Z,29CM,EASE-19-IVY-F,7,560700,27000,78498,22428,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-08-2-2,1,KR,KRW,CUST-0329,서울,성동구,paid
2026-08-15T11:43:00.000Z,네이버,EASE-19-IVY-F,7,585620,27000,46850,14641,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-08-2-3,1,KR,KRW,CUST-0334,서울,강남구,paid
2026-08-15T12:50:00.000Z,W컨셉,EASE-19-IVY-F,7,535780,27000,80367,18752,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-08-2-4,1,KR,KRW,CUST-0339,경기,성남시,paid
2026-08-15T13:57:00.000Z,매장 POS,EASE-19-IVY-F,8,697760,27000,13955,6978,0,0,0,STORE-HANNAM,한남점,Layer Top,TOP,BETA-08-2-5,1,KR,KRW,CUST-0344,부산,해운대구,paid
2026-08-15T21:33:00.000Z,자사몰,CORE-08-GRY-F,7,808010,39000,32320,28280,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-08-3-0,1,KR,KRW,CUST-0330,대구,수성구,paid
2026-08-15T10:40:00.000Z,무신사,CORE-08-GRY-F,7,733040,39000,87965,32987,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-08-3-1,1,KR,KRW,CUST-0335,서울,성동구,paid
2026-08-15T11:47:00.000Z,29CM,CORE-08-GRY-F,7,749700,39000,104958,29988,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-08-3-2,1,KR,KRW,CUST-0340,서울,강남구,paid
2026-08-15T12:54:00.000Z,네이버,CORE-08-GRY-F,8,894880,39000,71590,22372,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-08-3-3,1,KR,KRW,CUST-0345,경기,성남시,paid
2026-08-15T13:01:00.000Z,W컨셉,CORE-08-GRY-F,8,818720,39000,122808,28655,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-08-3-4,1,KR,KRW,CUST-0350,부산,해운대구,paid
2026-08-15T14:08:00.000Z,매장 POS,CORE-08-GRY-F,9,1049580,39000,20992,10496,0,0,0,STORE-BUSAN,부산 센텀,Core Knit,TOP,BETA-08-3-5,1,KR,KRW,CUST-0355,인천,연수구,paid
2026-08-15T10:44:00.000Z,자사몰,AIR-24-NVY-F,8,1536480,65000,61459,53777,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-08-4-0,1,KR,KRW,CUST-0341,서울,성동구,paid
2026-08-15T11:51:00.000Z,무신사,AIR-24-NVY-F,8,1393920,65000,167270,62726,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-08-4-1,1,KR,KRW,CUST-0346,서울,강남구,paid
2026-08-15T12:58:00.000Z,29CM,AIR-24-NVY-F,8,1425600,65000,199584,57024,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-08-4-2,1,KR,KRW,CUST-0351,경기,성남시,paid
2026-08-15T13:05:00.000Z,네이버,AIR-24-NVY-F,9,1675080,65000,134006,41877,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-08-4-3,1,KR,KRW,CUST-0356,부산,해운대구,paid
2026-08-15T14:12:00.000Z,W컨셉,AIR-24-NVY-F,10,1702800,65000,255420,59598,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-08-4-4,1,KR,KRW,CUST-0361,인천,연수구,paid
2026-08-15T15:19:00.000Z,매장 POS,AIR-24-NVY-F,11,2134440,65000,42689,21344,0,15523,2,STORE-SHANGHAI,상하이 IFC,Volume Dress,DRESS,BETA-08-4-5,1,KR,KRW,CUST-0366,대구,수성구,paid
2026-08-15T11:55:00.000Z,자사몰,FRAME-31-DNM-F,8,1769280,78000,70771,61925,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-08-5-0,1,KR,KRW,CUST-0352,서울,강남구,paid
2026-08-15T12:02:00.000Z,무신사,FRAME-31-DNM-F,8,1605120,78000,192614,72230,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-08-5-1,1,KR,KRW,CUST-0357,경기,성남시,paid
2026-08-15T13:09:00.000Z,29CM,FRAME-31-DNM-F,9,1846800,78000,258552,73872,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-08-5-2,1,KR,KRW,CUST-0362,부산,해운대구,paid
2026-08-15T14:16:00.000Z,네이버,FRAME-31-DNM-F,10,2143200,78000,171456,53580,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-08-5-3,1,KR,KRW,CUST-0367,인천,연수구,paid
2026-08-15T15:23:00.000Z,W컨셉,FRAME-31-DNM-F,12,2352960,78000,352944,82354,3500,15686,2,ONLINE,온라인몰,Denim Dress,DRESS,BETA-08-5-4,1,KR,KRW,CUST-0372,대구,수성구,paid
2026-08-15T16:30:00.000Z,매장 POS,FRAME-31-DNM-F,14,3128160,78000,62563,31282,0,0,0,DC-ONLINE,온라인 DC,Denim Dress,DRESS,BETA-08-5-5,1,KR,KRW,CUST-0377,서울,성동구,paid
2026-08-15T12:06:00.000Z,자사몰,SHEER-15-WHT-F,9,864270,31000,34571,30249,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-0,1,KR,KRW,CUST-0363,경기,성남시,paid
2026-08-15T13:13:00.000Z,무신사,SHEER-15-WHT-F,10,871200,31000,104544,39204,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-1,1,KR,KRW,CUST-0368,부산,해운대구,paid
2026-08-15T14:20:00.000Z,29CM,SHEER-15-WHT-F,11,980100,31000,137214,39204,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-2,1,KR,KRW,CUST-0373,인천,연수구,paid
2026-08-15T15:27:00.000Z,네이버,SHEER-15-WHT-F,12,1116720,31000,89338,27918,3500,7445,2,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-3,1,KR,KRW,CUST-0378,대구,수성구,paid
2026-08-15T16:34:00.000Z,W컨셉,SHEER-15-WHT-F,14,1191960,31000,178794,41719,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-4,1,KR,KRW,CUST-0383,서울,성동구,paid
2026-08-15T17:41:00.000Z,매장 POS,SHEER-15-WHT-F,17,1649340,31000,32987,16493,0,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-08-6-5,1,KR,KRW,CUST-0388,서울,강남구,paid
2026-08-15T13:17:00.000Z,자사몰,FORM-12-BLK-F,10,2599600,91000,103984,90986,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-08-7-0,1,KR,KRW,CUST-0374,부산,해운대구,paid
2026-08-15T14:24:00.000Z,무신사,FORM-12-BLK-F,11,2594240,91000,311309,116741,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-08-7-1,1,KR,KRW,CUST-0379,인천,연수구,paid
2026-08-15T15:31:00.000Z,29CM,FORM-12-BLK-F,13,3135600,91000,438984,125424,3500,28944,3,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-08-7-2,1,KR,KRW,CUST-0384,대구,수성구,paid
2026-08-15T16:38:00.000Z,네이버,FORM-12-BLK-F,15,3778800,91000,302304,94470,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-08-7-3,1,KR,KRW,CUST-0389,서울,성동구,paid
2026-08-15T17:45:00.000Z,W컨셉,FORM-12-BLK-F,17,3918160,91000,587724,137136,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-08-7-4,1,KR,KRW,CUST-0394,서울,강남구,paid
2026-08-15T18:52:00.000Z,매장 POS,FORM-12-BLK-F,20,0,91000,0,0,0,0,0,STORE-SEONGSU,성수 플래그십,Relaxed Blazer,OUTER,BETA-08-7-5,1,KR,KRW,CUST-0399,경기,성남시,cancelled
2026-08-14T19:00:00.000Z,자사몰,ARC-07-BLK-F,4,962240,82000,38490,33678,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-09-0-0,1,KR,KRW,CUST-0334,부산,해운대구,paid
2026-08-14T20:07:00.000Z,무신사,ARC-07-BLK-F,5,1091200,82000,130944,49104,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-09-0-1,1,KR,KRW,CUST-0339,인천,연수구,paid
2026-08-14T21:14:00.000Z,29CM,ARC-07-BLK-F,5,1116000,82000,156240,44640,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-09-0-2,1,KR,KRW,CUST-0344,대구,수성구,paid
2026-08-14T10:21:00.000Z,네이버,ARC-07-BLK-F,5,1165600,82000,93248,29140,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-09-0-3,1,KR,KRW,CUST-0349,서울,성동구,paid
2026-08-14T11:28:00.000Z,W컨셉,ARC-07-BLK-F,5,1066400,82000,159960,37324,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-09-0-4,1,KR,KRW,CUST-0354,서울,강남구,paid
2026-08-14T12:35:00.000Z,매장 POS,ARC-07-BLK-F,6,1458240,82000,29165,14582,0,0,0,STORE-GANGNAM,강남점,Utility Jacket,OUTER,BETA-09-0-5,1,KR,KRW,CUST-0359,경기,성남시,paid
2026-08-14T20:11:00.000Z,자사몰,FLOW-22-BLK-F,5,766300,51000,30652,26821,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-09-1-0,1,KR,KRW,CUST-0345,인천,연수구,paid
2026-08-14T21:18:00.000Z,무신사,FLOW-22-BLK-F,5,695200,51000,83424,31284,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-09-1-1,1,KR,KRW,CUST-0350,대구,수성구,paid
2026-08-14T10:25:00.000Z,29CM,FLOW-22-BLK-F,6,853200,51000,119448,34128,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-09-1-2,1,KR,KRW,CUST-0355,서울,성동구,paid
2026-08-14T11:32:00.000Z,네이버,FLOW-22-BLK-F,6,891120,51000,71290,22278,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-09-1-3,1,KR,KRW,CUST-0360,서울,강남구,paid
2026-08-14T12:39:00.000Z,W컨셉,FLOW-22-BLK-F,6,815280,51000,122292,28535,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-09-1-4,1,KR,KRW,CUST-0365,경기,성남시,paid
2026-08-14T13:46:00.000Z,매장 POS,FLOW-22-BLK-F,7,1083880,51000,21678,10839,0,0,0,STORE-HANNAM,한남점,Drape Pants,BOTTOM,BETA-09-1-5,1,KR,KRW,CUST-0370,부산,해운대구,paid
2026-08-14T21:22:00.000Z,자사몰,EASE-19-IVY-F,6,517980,27000,20719,18129,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-09-2-0,1,KR,KRW,CUST-0356,대구,수성구,paid
2026-08-14T10:29:00.000Z,무신사,EASE-19-IVY-F,6,469920,27000,56390,21146,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-09-2-1,1,KR,KRW,CUST-0361,서울,성동구,paid
2026-08-14T11:36:00.000Z,29CM,EASE-19-IVY-F,6,480600,27000,67284,19224,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-09-2-2,1,KR,KRW,CUST-0366,서울,강남구,paid
2026-08-14T12:43:00.000Z,네이버,EASE-19-IVY-F,7,585620,27000,46850,14641,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-09-2-3,1,KR,KRW,CUST-0371,경기,성남시,paid
2026-08-14T13:50:00.000Z,W컨셉,EASE-19-IVY-F,7,535780,27000,80367,18752,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-09-2-4,1,KR,KRW,CUST-0376,부산,해운대구,paid
2026-08-14T14:57:00.000Z,매장 POS,EASE-19-IVY-F,8,697760,27000,13955,6978,0,0,0,STORE-BUSAN,부산 센텀,Layer Top,TOP,BETA-09-2-5,1,KR,KRW,CUST-0381,인천,연수구,paid
2026-08-14T10:33:00.000Z,자사몰,CORE-08-GRY-F,6,692580,39000,27703,24240,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-09-3-0,1,KR,KRW,CUST-0367,서울,성동구,paid
2026-08-14T11:40:00.000Z,무신사,CORE-08-GRY-F,7,733040,39000,87965,32987,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-09-3-1,1,KR,KRW,CUST-0372,서울,강남구,paid
2026-08-14T12:47:00.000Z,29CM,CORE-08-GRY-F,7,749700,39000,104958,29988,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-09-3-2,1,KR,KRW,CUST-0377,경기,성남시,paid
2026-08-14T13:54:00.000Z,네이버,CORE-08-GRY-F,8,894880,39000,71590,22372,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-09-3-3,1,KR,KRW,CUST-0382,부산,해운대구,paid
2026-08-14T14:01:00.000Z,W컨셉,CORE-08-GRY-F,9,921060,39000,138159,32237,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-09-3-4,1,KR,KRW,CUST-0387,인천,연수구,paid
2026-08-14T15:08:00.000Z,매장 POS,CORE-08-GRY-F,10,1166200,39000,23324,11662,0,9330,2,STORE-SHANGHAI,상하이 IFC,Core Knit,TOP,BETA-09-3-5,1,KR,KRW,CUST-0392,대구,수성구,paid
2026-08-14T11:44:00.000Z,자사몰,AIR-24-NVY-F,7,1344420,65000,53777,47055,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-09-4-0,1,KR,KRW,CUST-0378,서울,강남구,paid
2026-08-14T12:51:00.000Z,무신사,AIR-24-NVY-F,7,1219680,65000,146362,54886,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-09-4-1,1,KR,KRW,CUST-0383,경기,성남시,paid
2026-08-14T13:58:00.000Z,29CM,AIR-24-NVY-F,8,1425600,65000,199584,57024,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-09-4-2,1,KR,KRW,CUST-0388,부산,해운대구,paid
2026-08-14T14:05:00.000Z,네이버,AIR-24-NVY-F,9,1675080,65000,134006,41877,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BETA-09-4-3,1,KR,KRW,CUST-0393,인천,연수구,paid
2026-08-14T15:12:00.000Z,W컨셉,AIR-24-NVY-F,11,1873080,65000,280962,65558,3500,13622,2,ONLINE,온라인몰,Volume Dress,DRESS,BETA-09-4-4,1,KR,KRW,CUST-0398,대구,수성구,paid
2026-08-14T16:19:00.000Z,매장 POS,AIR-24-NVY-F,13,2522520,65000,50450,25225,0,0,0,DC-ONLINE,온라인 DC,Volume Dress,DRESS,BETA-09-4-5,1,KR,KRW,CUST-0403,서울,성동구,paid
2026-08-14T12:55:00.000Z,자사몰,FRAME-31-DNM-F,8,1769280,78000,70771,61925,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-0,1,KR,KRW,CUST-0389,경기,성남시,paid
2026-08-14T13:02:00.000Z,무신사,FRAME-31-DNM-F,9,1805760,78000,216691,81259,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-1,1,KR,KRW,CUST-0394,부산,해운대구,paid
2026-08-14T14:09:00.000Z,29CM,FRAME-31-DNM-F,10,2052000,78000,287280,82080,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-2,1,KR,KRW,CUST-0399,인천,연수구,paid
2026-08-14T15:16:00.000Z,네이버,FRAME-31-DNM-F,11,2357520,78000,188602,58938,3500,17146,2,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-3,1,KR,KRW,CUST-0404,대구,수성구,paid
2026-08-14T16:23:00.000Z,W컨셉,FRAME-31-DNM-F,13,2549040,78000,382356,89216,3500,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-4,1,KR,KRW,CUST-0409,서울,성동구,paid
2026-08-14T17:30:00.000Z,매장 POS,FRAME-31-DNM-F,15,3351600,78000,67032,33516,0,0,0,ONLINE,온라인몰,Denim Dress,DRESS,BETA-09-5-5,1,KR,KRW,CUST-0414,서울,강남구,paid
2026-08-14T13:06:00.000Z,자사몰,SHEER-15-WHT-F,9,864270,31000,34571,30249,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-09-6-0,1,KR,KRW,CUST-0400,부산,해운대구,paid
2026-08-14T14:13:00.000Z,무신사,SHEER-15-WHT-F,10,871200,31000,104544,39204,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-09-6-1,1,KR,KRW,CUST-0405,인천,연수구,paid
2026-08-14T15:20:00.000Z,29CM,SHEER-15-WHT-F,12,1069200,31000,149688,42768,3500,7128,2,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-09-6-2,1,KR,KRW,CUST-0410,대구,수성구,paid
2026-08-14T16:27:00.000Z,네이버,SHEER-15-WHT-F,14,1302840,31000,104227,32571,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-09-6-3,1,KR,KRW,CUST-0415,서울,성동구,paid
2026-08-14T17:34:00.000Z,W컨셉,SHEER-15-WHT-F,16,1362240,31000,204336,47678,3500,0,0,ONLINE,온라인몰,Sheer Layer Top,TOP,BETA-09-6-4,1,KR,KRW,CUST-0420,서울,강남구,paid
2026-08-14T18:41:00.000Z,매장 POS,SHEER-15-WHT-F,18,1746360,31000,34927,17464,0,0,0,STORE-SEONGSU,성수 플래그십,Sheer Layer Top,TOP,BETA-09-6-5,1,KR,KRW,CUST-0005,경기,성남시,paid
2026-08-14T14:17:00.000Z,자사몰,FORM-12-BLK-F,11,2859560,91000,114382,100085,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-09-7-0,1,KR,KRW,CUST-0411,인천,연수구,paid
2026-08-14T15:24:00.000Z,무신사,FORM-12-BLK-F,12,2830080,91000,339610,127354,3500,18867,2,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-09-7-1,1,KR,KRW,CUST-0416,대구,수성구,paid
2026-08-14T16:31:00.000Z,29CM,FORM-12-BLK-F,14,3376800,91000,472752,135072,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-09-7-2,1,KR,KRW,CUST-0001,서울,성동구,paid
2026-08-14T17:38:00.000Z,네이버,FORM-12-BLK-F,16,4030720,91000,322458,100768,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-09-7-3,1,KR,KRW,CUST-0006,서울,강남구,paid
2026-08-14T18:45:00.000Z,W컨셉,FORM-12-BLK-F,19,4379120,91000,656868,153269,3500,0,0,ONLINE,온라인몰,Relaxed Blazer,OUTER,BETA-09-7-4,1,KR,KRW,CUST-0011,경기,성남시,paid
2026-08-14T19:52:00.000Z,매장 POS,FORM-12-BLK-F,21,5515440,91000,110309,55154,0,0,0,STORE-GANGNAM,강남점,Relaxed Blazer,OUTER,BETA-09-7-5,1,KR,KRW,CUST-0016,부산,해운대구,paid
2026-08-13T20:00:00.000Z,자사몰,ARC-07-BLK-F,4,962240,82000,38490,33678,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-10-0-0,1,KR,KRW,CUST-0371,인천,연수구,paid
2026-08-13T21:07:00.000Z,무신사,ARC-07-BLK-F,4,872960,82000,104755,39283,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-10-0-1,1,KR,KRW,CUST-0376,대구,수성구,paid
2026-08-13T10:14:00.000Z,29CM,ARC-07-BLK-F,4,892800,82000,124992,35712,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-10-0-2,1,KR,KRW,CUST-0381,서울,성동구,paid
2026-08-13T11:21:00.000Z,네이버,ARC-07-BLK-F,5,1165600,82000,93248,29140,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-10-0-3,1,KR,KRW,CUST-0386,서울,강남구,paid
2026-08-13T12:28:00.000Z,W컨셉,ARC-07-BLK-F,5,1066400,82000,159960,37324,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BETA-10-0-4,1,KR,KRW,CUST-0391,경기,성남시,paid
2026-08-13T13:35:00.000Z,매장 POS,ARC-07-BLK-F,6,1458240,82000,29165,14582,0,0,0,STORE-HANNAM,한남점,Utility Jacket,OUTER,BETA-10-0-5,1,KR,KRW,CUST-0396,부산,해운대구,paid
2026-08-13T21:11:00.000Z,자사몰,FLOW-22-BLK-F,5,766300,51000,30652,26821,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-10-1-0,1,KR,KRW,CUST-0382,대구,수성구,paid
2026-08-13T10:18:00.000Z,무신사,FLOW-22-BLK-F,5,695200,51000,83424,31284,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-10-1-1,1,KR,KRW,CUST-0387,서울,성동구,paid
2026-08-13T11:25:00.000Z,29CM,FLOW-22-BLK-F,5,711000,51000,99540,28440,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-10-1-2,1,KR,KRW,CUST-0392,서울,강남구,paid
2026-08-13T12:32:00.000Z,네이버,FLOW-22-BLK-F,6,891120,51000,71290,22278,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-10-1-3,1,KR,KRW,CUST-0397,경기,성남시,paid
2026-08-13T13:39:00.000Z,W컨셉,FLOW-22-BLK-F,6,815280,51000,122292,28535,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BETA-10-1-4,1,KR,KRW,CUST-0402,부산,해운대구,paid
2026-08-13T14:46:00.000Z,매장 POS,FLOW-22-BLK-F,7,1083880,51000,21678,10839,0,0,0,STORE-BUSAN,부산 센텀,Drape Pants,BOTTOM,BETA-10-1-5,1,KR,KRW,CUST-0407,인천,연수구,paid
2026-08-13T10:22:00.000Z,자사몰,EASE-19-IVY-F,5,431650,27000,17266,15108,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-10-2-0,1,KR,KRW,CUST-0393,서울,성동구,paid
2026-08-13T11:29:00.000Z,무신사,EASE-19-IVY-F,6,469920,27000,56390,21146,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-10-2-1,1,KR,KRW,CUST-0398,서울,강남구,paid
2026-08-13T12:36:00.000Z,29CM,EASE-19-IVY-F,6,480600,27000,67284,19224,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-10-2-2,1,KR,KRW,CUST-0403,경기,성남시,paid
2026-08-13T13:43:00.000Z,네이버,EASE-19-IVY-F,7,585620,27000,46850,14641,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-10-2-3,1,KR,KRW,CUST-0408,부산,해운대구,paid
2026-08-13T14:50:00.000Z,W컨셉,EASE-19-IVY-F,8,612320,27000,91848,21431,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BETA-10-2-4,1,KR,KRW,CUST-0413,인천,연수구,paid
2026-08-13T15:57:00.000Z,매장 POS,EASE-19-IVY-F,9,784980,27000,15700,7850,0,6978,2,STORE-SHANGHAI,상하이 IFC,Layer Top,TOP,BETA-10-2-5,1,KR,KRW,CUST-0418,대구,수성구,paid
2026-08-13T11:33:00.000Z,자사몰,CORE-08-GRY-F,6,692580,39000,27703,24240,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-10-3-0,1,KR,KRW,CUST-0404,서울,강남구,paid
2026-08-13T12:40:00.000Z,무신사,CORE-08-GRY-F,6,628320,39000,75398,28274,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-10-3-1,1,KR,KRW,CUST-0409,경기,성남시,paid
2026-08-13T13:47:00.000Z,29CM,CORE-08-GRY-F,7,749700,39000,104958,29988,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-10-3-2,1,KR,KRW,CUST-0414,부산,해운대구,paid
2026-08-13T14:54:00.000Z,네이버,CORE-08-GRY-F,8,894880,39000,71590,22372,3500,0,0,ONLINE,온라인몰,Core Knit,TOP,BETA-10-3-3,1,KR,KRW,CUST-0419,인천,연수구,paid
2026-08-13T15:01:00.000Z,W컨셉,CORE-08-GRY-F,10,1023400,39000,153510,35819,3500,8187,2,ONLINE,온라인몰,Core Knit,TOP,BETA-10-3-4,1,KR,KRW,CUST-0004,대구,수성구,paid
