sold_at,channel_code,sku_code,quantity,net_sales,unit_cost,channel_fee,marketing_cost,shipping_cost,return_cost,returned_quantity,location_code,location_name,product_name,category,order_id,line_id,country_code,currency_code,customer_token,shipping_region_1,shipping_region_2,order_status,scenario_note,data_pack_version
2026-08-21T16:37:00+09:00,매장 POS,FLOW-22-BLK-F,3,459780,51000,9196,4598,0,0,0,STORE-SHANGHAI,상하이 IFC,Drape Pants,BOTTOM,EVENT14-20260821-01-05,1,CN,KRW,CUST-0162,上海,浦东新区,paid,정상 범위,v2
2026-08-21T12:43:00+09:00,자사몰,EASE-19-CRM-F,3,290280,36000,11611,10160,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260821-02-00,1,KR,KRW,CUST-0144,경기,성남시,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T13:56:00+09:00,무신사,EASE-19-CRM-F,3,290280,36000,34834,13063,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260821-02-01,1,KR,KRW,CUST-0155,경기,수원시,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T14:09:00+09:00,29CM,EASE-19-CRM-F,2,193520,36000,27093,7741,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260821-02-02,1,KR,KRW,CUST-0166,부산,해운대구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T15:22:00+09:00,네이버,EASE-19-CRM-F,2,193520,36000,15482,4838,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260821-02-03,1,KR,KRW,CUST-0177,인천,연수구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T16:35:00+09:00,W컨셉,EASE-19-CRM-F,2,193520,36000,29028,6773,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260821-02-04,1,KR,KRW,CUST-0188,대구,수성구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T17:48:00+09:00,매장 POS,EASE-19-CRM-F,2,193520,36000,3870,1935,0,0,0,STORE-SEONGSU,성수 플래그십,Layer Top,TOP,EVENT14-20260821-02-05,1,KR,KRW,CUST-0199,서울,성동구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-21T13:54:00+09:00,자사몰,NOVA-11-NVY-F,3,634380,72000,25375,22203,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260821-03-00,1,KR,KRW,CUST-0181,경기,수원시,paid,정상 범위,v2
2026-08-21T14:07:00+09:00,무신사,NOVA-11-NVY-F,3,601680,72000,72202,27076,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260821-03-01,1,KR,KRW,CUST-0192,부산,해운대구,paid,정상 범위,v2
2026-08-21T15:20:00+09:00,29CM,NOVA-11-NVY-F,3,0,72000,0,0,0,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260821-03-02,1,KR,KRW,CUST-0203,인천,연수구,cancelled,정상 범위,v2
2026-08-21T16:33:00+09:00,네이버,NOVA-11-NVY-F,3,634380,72000,50750,15860,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260821-03-03,1,KR,KRW,CUST-0214,대구,수성구,paid,정상 범위,v2
2026-08-21T17:46:00+09:00,W컨셉,NOVA-11-NVY-F,3,575520,72000,86328,20143,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260821-03-04,1,KR,KRW,CUST-0225,서울,성동구,paid,정상 범위,v2
2026-08-21T18:59:00+09:00,매장 POS,NOVA-11-NVY-F,2,422920,72000,8458,4229,0,0,0,STORE-GANGNAM,강남점,Volume Dress,DRESS,EVENT14-20260821-03-05,1,KR,KRW,CUST-0236,서울,강남구,paid,정상 범위,v2
2026-08-21T14:05:00+09:00,자사몰,AIR-24-NVY-F,4,768240,68000,30730,26888,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260821-04-00,1,KR,KRW,CUST-0218,부산,해운대구,paid,정상 범위,v2
2026-08-21T15:18:00+09:00,무신사,AIR-24-NVY-F,4,728640,68000,87437,32789,3500,6500,1,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260821-04-01,1,KR,KRW,CUST-0229,인천,연수구,paid,정상 범위,v2
2026-08-21T16:31:00+09:00,29CM,AIR-24-NVY-F,3,558360,68000,78170,22334,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260821-04-02,1,KR,KRW,CUST-0240,대구,수성구,paid,정상 범위,v2
2026-08-21T17:44:00+09:00,네이버,AIR-24-NVY-F,3,576180,68000,46094,14405,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260821-04-03,1,KR,KRW,CUST-0251,서울,성동구,paid,정상 범위,v2
2026-08-21T18:57:00+09:00,W컨셉,AIR-24-NVY-F,3,522720,68000,78408,18295,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260821-04-04,1,KR,KRW,CUST-0262,서울,강남구,paid,정상 범위,v2
2026-08-21T19:10:00+09:00,매장 POS,AIR-24-NVY-F,2,384120,68000,7682,3841,0,0,0,STORE-HANNAM,한남점,Airy Volume Dress,DRESS,EVENT14-20260821-04-05,1,KR,KRW,CUST-0273,서울,용산구,paid,정상 범위,v2
2026-08-21T15:16:00+09:00,자사몰,WAVE-31-WHT-F,3,430680,44000,17227,15074,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260821-05-00,1,KR,KRW,CUST-0255,인천,연수구,paid,정상 범위,v2
2026-08-21T16:29:00+09:00,무신사,WAVE-31-WHT-F,4,544640,44000,65357,24509,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260821-05-01,1,KR,KRW,CUST-0266,대구,수성구,paid,정상 범위,v2
2026-08-21T17:42:00+09:00,29CM,WAVE-31-WHT-F,2,278240,44000,38954,11130,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260821-05-02,1,KR,KRW,CUST-0277,서울,성동구,paid,정상 범위,v2
2026-08-21T18:55:00+09:00,네이버,WAVE-31-WHT-F,3,430680,44000,34454,10767,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260821-05-03,1,KR,KRW,CUST-0288,서울,강남구,paid,정상 범위,v2
2026-08-21T19:08:00+09:00,W컨셉,WAVE-31-WHT-F,2,260480,44000,39072,9117,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260821-05-04,1,KR,KRW,CUST-0299,서울,마포구,paid,정상 범위,v2
2026-08-21T20:21:00+09:00,매장 POS,WAVE-31-WHT-F,2,287120,44000,5742,2871,0,0,0,STORE-BUSAN,부산 센텀,Sheer Shirt,TOP,EVENT14-20260821-05-05,1,KR,KRW,CUST-0310,부산,해운대구,paid,정상 범위,v2
2026-08-21T16:27:00+09:00,자사몰,MOSS-18-BLK-F,1,104880,42000,4195,3671,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260821-06-00,1,KR,KRW,CUST-0292,대구,수성구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T17:40:00+09:00,무신사,MOSS-18-BLK-F,1,104880,42000,12586,4720,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260821-06-01,1,KR,KRW,CUST-0303,서울,성동구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T18:53:00+09:00,29CM,MOSS-18-BLK-F,1,104880,42000,14683,4195,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260821-06-02,1,KR,KRW,CUST-0314,서울,강남구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T19:06:00+09:00,네이버,MOSS-18-BLK-F,1,104880,42000,8390,2622,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260821-06-03,1,KR,KRW,CUST-0325,서울,마포구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T20:19:00+09:00,W컨셉,MOSS-18-BLK-F,1,104880,42000,15732,3671,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260821-06-04,1,KR,KRW,CUST-0336,경기,성남시,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T10:32:00+09:00,매장 POS,MOSS-18-BLK-F,1,104880,42000,2098,1049,0,0,0,STORE-SHANGHAI,상하이 IFC,Volume Bermuda,BOTTOM,EVENT14-20260821-06-05,1,CN,KRW,CUST-0347,上海,浦东新区,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-21T17:38:00+09:00,자사몰,LUME-09-BEG-F,3,517980,59000,20719,18129,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,EVENT14-20260821-07-00,1,KR,KRW,CUST-0329,서울,성동구,paid,정상 범위,v2
2026-08-21T18:51:00+09:00,무신사,LUME-09-BEG-F,3,491280,59000,58954,22108,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,EVENT14-20260821-07-01,1,KR,KRW,CUST-0340,서울,강남구,paid,정상 범위,v2
2026-08-21T19:04:00+09:00,29CM,LUME-09-BEG-F,2,334640,59000,46850,13386,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,EVENT14-20260821-07-02,1,KR,KRW,CUST-0351,서울,마포구,paid,정상 범위,v2
2026-08-21T20:17:00+09:00,네이버,LUME-09-BEG-F,2,345320,59000,27626,8633,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,EVENT14-20260821-07-03,1,KR,KRW,CUST-0362,경기,성남시,paid,정상 범위,v2
2026-08-21T10:30:00+09:00,W컨셉,LUME-09-BEG-F,1,156640,59000,23496,5482,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,EVENT14-20260821-07-04,1,KR,KRW,CUST-0373,경기,수원시,paid,정상 범위,v2
2026-08-21T11:43:00+09:00,매장 POS,LUME-09-BEG-F,2,345320,59000,6906,3453,0,0,0,STORE-SEONGSU,성수 플래그십,Knit Cardigan,KNIT,EVENT14-20260821-07-05,1,KR,KRW,CUST-0384,서울,성동구,paid,정상 범위,v2
2026-08-21T18:49:00+09:00,자사몰,CORE-55-WHT-F,6,395760,19000,15830,13852,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,EVENT14-20260821-08-00,1,KR,KRW,CUST-0366,서울,강남구,paid,정상 범위,v2
2026-08-21T19:02:00+09:00,무신사,CORE-55-WHT-F,5,312800,19000,37536,14076,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,EVENT14-20260821-08-01,1,KR,KRW,CUST-0377,서울,마포구,paid,정상 범위,v2
2026-08-21T20:15:00+09:00,29CM,CORE-55-WHT-F,4,255680,19000,35795,10227,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,EVENT14-20260821-08-02,1,KR,KRW,CUST-0388,경기,성남시,paid,정상 범위,v2
2026-08-21T10:28:00+09:00,네이버,CORE-55-WHT-F,4,263840,19000,21107,6596,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,EVENT14-20260821-08-03,1,KR,KRW,CUST-0399,경기,수원시,paid,정상 범위,v2
2026-08-21T11:41:00+09:00,W컨셉,CORE-55-WHT-F,4,239360,19000,35904,8378,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,EVENT14-20260821-08-04,1,KR,KRW,CUST-0410,부산,해운대구,paid,정상 범위,v2
2026-08-21T12:54:00+09:00,매장 POS,CORE-55-WHT-F,3,197880,19000,3958,1979,0,0,0,STORE-GANGNAM,강남점,Logo Tee,TOP,EVENT14-20260821-08-05,1,KR,KRW,CUST-0421,서울,강남구,paid,정상 범위,v2
2026-08-21T19:00:00+09:00,자사몰,FORM-42-DEN-F,2,325920,58000,13037,11407,3500,6500,1,ONLINE,온라인몰,Denim Skirt,BOTTOM,EVENT14-20260821-09-00,1,KR,KRW,CUST-0403,서울,마포구,paid,정상 범위,v2
2026-08-21T20:13:00+09:00,무신사,FORM-42-DEN-F,3,463680,58000,55642,20866,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,EVENT14-20260821-09-01,1,KR,KRW,CUST-0414,경기,성남시,paid,정상 범위,v2
2026-08-21T10:26:00+09:00,29CM,FORM-42-DEN-F,2,315840,58000,44218,12634,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,EVENT14-20260821-09-02,1,KR,KRW,CUST-0425,경기,수원시,paid,정상 범위,v2
2026-08-21T11:39:00+09:00,네이버,FORM-42-DEN-F,2,325920,58000,26074,8148,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,EVENT14-20260821-09-03,1,KR,KRW,CUST-0436,부산,해운대구,paid,정상 범위,v2
2026-08-21T12:52:00+09:00,W컨셉,FORM-42-DEN-F,2,295680,58000,44352,10349,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,EVENT14-20260821-09-04,1,KR,KRW,CUST-0447,인천,연수구,paid,정상 범위,v2
2026-08-21T13:05:00+09:00,매장 POS,FORM-42-DEN-F,1,162960,58000,3259,1630,0,0,0,STORE-HANNAM,한남점,Denim Skirt,BOTTOM,EVENT14-20260821-09-05,1,KR,KRW,CUST-0458,서울,용산구,paid,정상 범위,v2
2026-08-21T20:11:00+09:00,자사몰,COVE-14-BLK-F,2,442320,76000,17693,15481,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,EVENT14-20260821-10-00,1,KR,KRW,CUST-0440,경기,성남시,paid,정상 범위,v2
2026-08-21T10:24:00+09:00,무신사,COVE-14-BLK-F,3,629280,76000,75514,28318,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,EVENT14-20260821-10-01,1,KR,KRW,CUST-0451,경기,수원시,paid,정상 범위,v2
2026-08-21T11:37:00+09:00,29CM,COVE-14-BLK-F,1,214320,76000,30005,8573,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,EVENT14-20260821-10-02,1,KR,KRW,CUST-0462,부산,해운대구,paid,정상 범위,v2
2026-08-21T12:50:00+09:00,네이버,COVE-14-BLK-F,2,442320,76000,35386,11058,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,EVENT14-20260821-10-03,1,KR,KRW,CUST-0473,인천,연수구,paid,정상 범위,v2
2026-08-21T13:03:00+09:00,W컨셉,COVE-14-BLK-F,1,200640,76000,30096,7022,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,EVENT14-20260821-10-04,1,KR,KRW,CUST-0484,대구,수성구,paid,정상 범위,v2
2026-08-21T14:16:00+09:00,매장 POS,COVE-14-BLK-F,2,442320,76000,8846,4423,0,0,0,STORE-BUSAN,부산 센텀,Maxi Dress,DRESS,EVENT14-20260821-10-05,1,KR,KRW,CUST-0495,부산,해운대구,paid,정상 범위,v2
2026-08-21T10:22:00+09:00,자사몰,EDGE-28-GRY-F,2,519920,91000,20797,18197,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,EVENT14-20260821-11-00,1,KR,KRW,CUST-0477,경기,수원시,paid,정상 범위,v2
2026-08-21T11:35:00+09:00,무신사,EDGE-28-GRY-F,2,493120,91000,59174,22190,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,EVENT14-20260821-11-01,1,KR,KRW,CUST-0488,부산,해운대구,paid,정상 범위,v2
2026-08-21T12:48:00+09:00,29CM,EDGE-28-GRY-F,1,251920,91000,35269,10077,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,EVENT14-20260821-11-02,1,KR,KRW,CUST-0499,인천,연수구,paid,정상 범위,v2
2026-08-21T13:01:00+09:00,네이버,EDGE-28-GRY-F,2,519920,91000,41594,12998,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,EVENT14-20260821-11-03,1,KR,KRW,CUST-0510,대구,수성구,paid,정상 범위,v2
2026-08-21T14:14:00+09:00,W컨셉,EDGE-28-GRY-F,1,235840,91000,35376,8254,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,EVENT14-20260821-11-04,1,KR,KRW,CUST-0521,서울,성동구,paid,정상 범위,v2
2026-08-21T15:27:00+09:00,매장 POS,EDGE-28-GRY-F,1,259960,91000,5199,2600,0,0,0,STORE-SHANGHAI,상하이 IFC,Zip Jacket,OUTER,EVENT14-20260821-11-05,1,CN,KRW,CUST-0532,上海,浦东新区,paid,정상 범위,v2
2026-08-22T10:28:00+09:00,자사몰,ARC-07-BLK-F,7,1683920,82000,67357,58937,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,EVENT14-20260822-00-00,1,KR,KRW,CUST-0093,경기,수원시,paid,정상 범위,v2
2026-08-22T11:41:00+09:00,무신사,ARC-07-BLK-F,6,1368960,82000,164275,61603,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,EVENT14-20260822-00-01,1,KR,KRW,CUST-0104,부산,해운대구,paid,정상 범위,v2
2026-08-22T12:54:00+09:00,29CM,ARC-07-BLK-F,5,1165600,82000,163184,46624,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,EVENT14-20260822-00-02,1,KR,KRW,CUST-0115,인천,연수구,paid,정상 범위,v2
2026-08-22T13:07:00+09:00,네이버,ARC-07-BLK-F,5,1202800,82000,96224,30070,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,EVENT14-20260822-00-03,1,KR,KRW,CUST-0126,대구,수성구,paid,정상 범위,v2
2026-08-22T14:20:00+09:00,W컨셉,ARC-07-BLK-F,3,654720,82000,98208,22915,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,EVENT14-20260822-00-04,1,KR,KRW,CUST-0137,서울,성동구,paid,정상 범위,v2
2026-08-22T15:33:00+09:00,매장 POS,ARC-07-BLK-F,4,962240,82000,19245,9622,0,0,0,STORE-SHANGHAI,상하이 IFC,Utility Jacket,OUTER,EVENT14-20260822-00-05,1,CN,KRW,CUST-0148,上海,浦东新区,paid,정상 범위,v2
2026-08-22T11:39:00+09:00,자사몰,FLOW-22-BLK-F,6,919560,51000,36782,32185,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,EVENT14-20260822-01-00,1,KR,KRW,CUST-0130,부산,해운대구,paid,정상 범위,v2
2026-08-22T12:52:00+09:00,무신사,FLOW-22-BLK-F,5,726800,51000,87216,32706,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,EVENT14-20260822-01-01,1,KR,KRW,CUST-0141,인천,연수구,paid,정상 범위,v2
2026-08-22T13:05:00+09:00,29CM,FLOW-22-BLK-F,4,594080,51000,83171,23763,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,EVENT14-20260822-01-02,1,KR,KRW,CUST-0152,대구,수성구,paid,정상 범위,v2
2026-08-22T14:18:00+09:00,네이버,FLOW-22-BLK-F,4,0,51000,0,0,0,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,EVENT14-20260822-01-03,1,KR,KRW,CUST-0163,서울,성동구,cancelled,정상 범위,v2
2026-08-22T15:31:00+09:00,W컨셉,FLOW-22-BLK-F,4,556160,51000,83424,19466,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,EVENT14-20260822-01-04,1,KR,KRW,CUST-0174,서울,강남구,paid,정상 범위,v2
2026-08-22T16:44:00+09:00,매장 POS,FLOW-22-BLK-F,3,459780,51000,9196,4598,0,0,0,STORE-SEONGSU,성수 플래그십,Drape Pants,BOTTOM,EVENT14-20260822-01-05,1,KR,KRW,CUST-0185,서울,성동구,paid,정상 범위,v2
2026-08-22T12:50:00+09:00,자사몰,EASE-19-CRM-F,3,290280,36000,11611,10160,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260822-02-00,1,KR,KRW,CUST-0167,인천,연수구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T13:03:00+09:00,무신사,EASE-19-CRM-F,4,387040,36000,46445,17417,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260822-02-01,1,KR,KRW,CUST-0178,대구,수성구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T14:16:00+09:00,29CM,EASE-19-CRM-F,2,193520,36000,27093,7741,3500,6500,1,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260822-02-02,1,KR,KRW,CUST-0189,서울,성동구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T15:29:00+09:00,네이버,EASE-19-CRM-F,2,193520,36000,15482,4838,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260822-02-03,1,KR,KRW,CUST-0200,서울,강남구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T16:42:00+09:00,W컨셉,EASE-19-CRM-F,2,193520,36000,29028,6773,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,EVENT14-20260822-02-04,1,KR,KRW,CUST-0211,서울,마포구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T17:55:00+09:00,매장 POS,EASE-19-CRM-F,2,193520,36000,3870,1935,0,0,0,STORE-GANGNAM,강남점,Layer Top,TOP,EVENT14-20260822-02-05,1,KR,KRW,CUST-0222,서울,강남구,paid,EASE-19 판매 둔화·반품 증가,v2
2026-08-22T13:01:00+09:00,자사몰,NOVA-11-NVY-F,3,634380,72000,25375,22203,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260822-03-00,1,KR,KRW,CUST-0204,대구,수성구,paid,정상 범위,v2
2026-08-22T14:14:00+09:00,무신사,NOVA-11-NVY-F,4,802240,72000,96269,36101,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260822-03-01,1,KR,KRW,CUST-0215,서울,성동구,paid,정상 범위,v2
2026-08-22T15:27:00+09:00,29CM,NOVA-11-NVY-F,3,614760,72000,86066,24590,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260822-03-02,1,KR,KRW,CUST-0226,서울,강남구,paid,정상 범위,v2
2026-08-22T16:40:00+09:00,네이버,NOVA-11-NVY-F,4,845840,72000,67667,21146,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260822-03-03,1,KR,KRW,CUST-0237,서울,마포구,paid,정상 범위,v2
2026-08-22T17:53:00+09:00,W컨셉,NOVA-11-NVY-F,2,383680,72000,57552,13429,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,EVENT14-20260822-03-04,1,KR,KRW,CUST-0248,경기,성남시,paid,정상 범위,v2
2026-08-22T18:06:00+09:00,매장 POS,NOVA-11-NVY-F,3,634380,72000,12688,6344,0,0,0,STORE-HANNAM,한남점,Volume Dress,DRESS,EVENT14-20260822-03-05,1,KR,KRW,CUST-0259,서울,용산구,paid,정상 범위,v2
2026-08-22T14:12:00+09:00,자사몰,AIR-24-NVY-F,6,1152360,68000,46094,40333,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260822-04-00,1,KR,KRW,CUST-0241,서울,성동구,paid,정상 범위,v2
2026-08-22T15:25:00+09:00,무신사,AIR-24-NVY-F,5,910800,68000,109296,40986,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260822-04-01,1,KR,KRW,CUST-0252,서울,강남구,paid,정상 범위,v2
2026-08-22T16:38:00+09:00,29CM,AIR-24-NVY-F,3,558360,68000,78170,22334,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260822-04-02,1,KR,KRW,CUST-0263,서울,마포구,paid,정상 범위,v2
2026-08-22T17:51:00+09:00,네이버,AIR-24-NVY-F,4,768240,68000,61459,19206,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260822-04-03,1,KR,KRW,CUST-0274,경기,성남시,paid,정상 범위,v2
2026-08-22T18:04:00+09:00,W컨셉,AIR-24-NVY-F,3,522720,68000,78408,18295,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,EVENT14-20260822-04-04,1,KR,KRW,CUST-0285,경기,수원시,paid,정상 범위,v2
2026-08-22T19:17:00+09:00,매장 POS,AIR-24-NVY-F,3,576180,68000,11524,5762,0,0,0,STORE-BUSAN,부산 센텀,Airy Volume Dress,DRESS,EVENT14-20260822-04-05,1,KR,KRW,CUST-0296,부산,해운대구,paid,정상 범위,v2
2026-08-22T15:23:00+09:00,자사몰,WAVE-31-WHT-F,4,574240,44000,22970,20098,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260822-05-00,1,KR,KRW,CUST-0278,서울,강남구,paid,정상 범위,v2
2026-08-22T16:36:00+09:00,무신사,WAVE-31-WHT-F,4,544640,44000,65357,24509,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260822-05-01,1,KR,KRW,CUST-0289,서울,마포구,paid,정상 범위,v2
2026-08-22T17:49:00+09:00,29CM,WAVE-31-WHT-F,3,417360,44000,58430,16694,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260822-05-02,1,KR,KRW,CUST-0300,경기,성남시,paid,정상 범위,v2
2026-08-22T18:02:00+09:00,네이버,WAVE-31-WHT-F,3,430680,44000,34454,10767,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260822-05-03,1,KR,KRW,CUST-0311,경기,수원시,paid,정상 범위,v2
2026-08-22T19:15:00+09:00,W컨셉,WAVE-31-WHT-F,3,390720,44000,58608,13675,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,EVENT14-20260822-05-04,1,KR,KRW,CUST-0322,부산,해운대구,paid,정상 범위,v2
2026-08-22T20:28:00+09:00,매장 POS,WAVE-31-WHT-F,2,287120,44000,5742,2871,0,0,0,STORE-SHANGHAI,상하이 IFC,Sheer Shirt,TOP,EVENT14-20260822-05-05,1,CN,KRW,CUST-0333,上海,浦东新区,paid,정상 범위,v2
2026-08-22T16:34:00+09:00,자사몰,MOSS-18-BLK-F,1,104880,42000,4195,3671,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260822-06-00,1,KR,KRW,CUST-0315,서울,마포구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-22T17:47:00+09:00,무신사,MOSS-18-BLK-F,1,104880,42000,12586,4720,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260822-06-01,1,KR,KRW,CUST-0326,경기,성남시,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-22T18:00:00+09:00,29CM,MOSS-18-BLK-F,1,104880,42000,14683,4195,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260822-06-02,1,KR,KRW,CUST-0337,경기,수원시,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-22T19:13:00+09:00,네이버,MOSS-18-BLK-F,1,104880,42000,8390,2622,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260822-06-03,1,KR,KRW,CUST-0348,부산,해운대구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-22T20:26:00+09:00,W컨셉,MOSS-18-BLK-F,1,104880,42000,15732,3671,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,EVENT14-20260822-06-04,1,KR,KRW,CUST-0359,인천,연수구,paid,MOSS-18 과잉재고·판매 둔화,v2
2026-08-22T10:39:00+09:00,매장 POS,MOSS-18-BLK-F,1,104880,42000,2098,1049,0,0,0,STORE-SEONGSU,성수 플래그십,Volume Bermuda,BOTTOM,EVENT14-20260822-06-05,1,KR,KRW,CUST-0370,서울,성동구,paid,MOSS-18 과잉재고·판매 둔화,v2
